UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode,Park,NumberPark
297,July 13 2015,1,Chihuahua,,U,FALSE,Brooklyn,11207,TRUE,0
298,July 06 2015,1,Pit Bull,,U,FALSE,Brooklyn,11236,TRUE,0
299,July 06 2015,1,Pit Bull,,U,FALSE,Brooklyn,11236,TRUE,0
300,July 04 2015,1,Jack Russell,1,M,TRUE,Brooklyn,11204,TRUE,0
301,July 14 2015,1,German Shepherd,,U,FALSE,Brooklyn,11201,TRUE,0
302,July 11 2015,1,Siberian Husky,,U,FALSE,Brooklyn,11201,TRUE,0
303,July 13 2015,1,German Shepherd,,U,FALSE,Brooklyn,11201,TRUE,0
304,July 10 2015,1,Golden Retriever,5,M,TRUE,Brooklyn,11238,TRUE,0
305,July 10 2015,1,Mix,6,M,FALSE,Brooklyn,11231,TRUE,0
306,July 06 2015,1,Yorkshire Terrier,6,F,FALSE,Brooklyn,11208,TRUE,0
307,July 01 2015,1,German Shepherd,6,M,FALSE,Brooklyn,11220,TRUE,0
308,July 12 2015,1,Pit Bull,,U,FALSE,Brooklyn,11235,TRUE,0
309,July 12 2015,1,Mix,10M,M,FALSE,Brooklyn,11236,TRUE,0
310,July 13 2015,1,Yorkshire Terrier,,U,FALSE,Brooklyn,11209,TRUE,0
311,July 11 2015,1,Bull dog,,U,FALSE,Brooklyn,11201,TRUE,0
312,July 08 2015,1,Mix,2,M,FALSE,Brooklyn,11206,TRUE,0
313,July 15 2015,1,Pit Bull,,U,FALSE,Brooklyn,11207,TRUE,0
314,July 16 2015,1,Pit Bull,2,F,FALSE,Brooklyn,11205,TRUE,0
315,July 17 2015,1,Basset Hound,3,M,TRUE,Brooklyn,11220,TRUE,0
316,July 15 2015,1,German Shepherd,8,F,FALSE,Brooklyn,11201,TRUE,0
317,July 16 2015,1,Shiba Inu,1,M,TRUE,Brooklyn,11235,TRUE,0
318,July 21 2015,1,Shih Tzu,,U,FALSE,Brooklyn,11233,TRUE,0
319,July 19 2015,1,Pit Bull,,U,FALSE,Brooklyn,11201,TRUE,0
320,July 21 2015,1,Cocker Spaniel,13,M,TRUE,Brooklyn,11230,TRUE,0
321,July 22 2015,1,Pit Bull,11M,F,FALSE,Brooklyn,11206,TRUE,0
322,July 19 2015,1,Pit Bull,4,M,TRUE,Brooklyn,11222,TRUE,10
323,July 19 2015,1,Bull Terrier,2,M,FALSE,Brooklyn,11207,TRUE,0
324,July 18 2015,1,Pit Bull,3,M,FALSE,Brooklyn,11213,TRUE,0
325,July 21 2015,1,Mix,,U,FALSE,Brooklyn,11201,TRUE,0
326,July 22 2015,1,Mix,,U,FALSE,Brooklyn,11238,TRUE,0
327,July 15 2015,1,Pit Bull,,U,FALSE,Brooklyn,11203,TRUE,0
328,July 22 2015,1,Belgian Malinois,1,M,FALSE,Brooklyn,11213,TRUE,0
329,July 22 2015,1,Mix,2,M,TRUE,Brooklyn,11237,TRUE,0
330,July 22 2015,1,Mix,2,M,TRUE,Brooklyn,11237,TRUE,0
331,July 22 2015,1,Pit Bull,6,F,FALSE,Brooklyn,11201,TRUE,0
332,July 22 2015,1,Yorkshire Terrier,6,M,TRUE,Brooklyn,11231,TRUE,0
333,July 25 2015,1,Maltese,1,M,FALSE,Brooklyn,11218,TRUE,0
334,July 25 2015,1,Shiba Inu,1,M,TRUE,Brooklyn,11237,TRUE,0
335,July 28 2015,1,Pit Bull,9,M,TRUE,Brooklyn,11206,TRUE,0
336,July 29 2015,1,Doberman Pinscher,9,F,FALSE,Brooklyn,11220,TRUE,0
337,June 22 2015,1,Maltese,7,F,FALSE,Brooklyn,11201,TRUE,0
338,July 29 2015,1,Mix,2,M,TRUE,Brooklyn,11203,TRUE,0
339,July 28 2015,1,Pit Bull,,U,FALSE,Brooklyn,11226,TRUE,3
340,July 29 2015,1,Shih Tzu,5,F,FALSE,Brooklyn,11249,TRUE,0
341,July 31 2015,1,Labrador Retriever,10,M,TRUE,Brooklyn,11207,TRUE,0
342,August 02 2015,1,English Bull Dog,9,M,TRUE,Brooklyn,11217,TRUE,0
343,July 27 2015,1,Mix,7,U,FALSE,Brooklyn,11201,TRUE,0
344,July 30 2015,1,Pit Bull,,U,FALSE,Brooklyn,11215,TRUE,0
345,August 02 2015,1,Pit Bull,4,M,FALSE,Brooklyn,11206,TRUE,0
346,July 31 2015,1,Pit Bull,3,M,FALSE,Brooklyn,11233,TRUE,0
347,August 04 2015,1,Chihuahua,,U,FALSE,Brooklyn,11201,TRUE,0
348,August 03 2015,1,Mix,6,F,TRUE,Brooklyn,11237,TRUE,0
349,July 25 2015,1,Chihuahua,3,M,FALSE,Brooklyn,11223,TRUE,2
350,July 31 2015,1,Maltese,,M,TRUE,Brooklyn,11232,TRUE,0
351,August 02 2015,1,Maltese,,M,TRUE,Brooklyn,11232,TRUE,0
352,August 03 2015,1,Pit Bull,,U,FALSE,Brooklyn,11208,TRUE,0
353,August 05 2015,1,Bull dog,,U,FALSE,Brooklyn,11207,TRUE,0
354,August 02 2015,1,Pit Bull,,F,FALSE,Brooklyn,11206,TRUE,0
355,August 04 2015,1,Alaskan Klee Kai,1,M,TRUE,Brooklyn,11204,TRUE,0
356,August 05 2015,1,Pit Bull,,U,FALSE,Brooklyn,11215,TRUE,0
357,August 05 2015,1,Yorkshire Terrier,3,M,TRUE,Brooklyn,11238,TRUE,0
358,August 06 2015,1,Jack Russell,7,M,TRUE,Brooklyn,11207,TRUE,0
359,August 07 2015,1,Pit Bull,1,F,FALSE,Brooklyn,11208,TRUE,0
360,July 29 2015,1,Boxer,,U,FALSE,Brooklyn,11222,TRUE,0
361,July 28 2015,1,Mix,3,M,TRUE,Brooklyn,11208,TRUE,0
362,July 31 2015,1,Shih Tzu,,U,FALSE,Brooklyn,11234,TRUE,0
363,August 10 2015,1,Shih Tzu,4,F,FALSE,Brooklyn,11234,TRUE,0
364,August 07 2015,1,Jack Russell,3,M,FALSE,Brooklyn,11213,TRUE,0
365,August 02 2015,1,Doberman Pinscher,5m,M,FALSE,Brooklyn,11209,TRUE,0
366,August 07 2015,1,Australain Cattle Dog,1,M,FALSE,Brooklyn,11208,TRUE,0
367,August 04 2015,1,Mix,,U,FALSE,Brooklyn,11220,TRUE,0
368,August 11 2015,1,French Bull Dog,8,M,TRUE,Brooklyn,11206,TRUE,0
369,August 11 2015,1,Yorkshire Terrier,1,F,FALSE,Brooklyn,11232,TRUE,0
370,August 11 2015,1,Mix,6,F,TRUE,Brooklyn,11228,TRUE,6
371,August 11 2015,1,Shih Tzu,,U,FALSE,Brooklyn,11233,TRUE,0
372,August 08 2015,1,Akita,,U,FALSE,Brooklyn,11219,TRUE,4
373,August 08 2015,1,Akita,3,M,FALSE,Brooklyn,11219,TRUE,0
374,August 14 2015,1,Mix,4,M,FALSE,Brooklyn,11206,TRUE,0
375,August 06 2015,1,Shih Tzu,4,M,FALSE,Brooklyn,11214,TRUE,0
376,July 28 2015,1,Pit Bull,,U,FALSE,Brooklyn,11201,TRUE,0
377,August 15 2015,1,American Staffordshire Terrier,10,M,FALSE,Brooklyn,11206,TRUE,0
378,August 16 2015,1,Mix,2,F,TRUE,Brooklyn,11218,TRUE,0
379,August 14 2015,1,Rottweiler,,U,FALSE,Brooklyn,11206,TRUE,0
380,August 16 2015,1,German Shepherd,3,M,TRUE,Brooklyn,11226,TRUE,0
381,August 15 2015,1,Stanard Poodle,,U,FALSE,Brooklyn,11233,TRUE,0
382,August 16 2015,1,Yorkshire Terrier,14,M,TRUE,Brooklyn,11207,TRUE,0
383,August 19 2015,1,Jack Russell,7,F,TRUE,Brooklyn,11212,TRUE,0
384,August 19 2015,1,American Staffordshire Terrier,5,M,TRUE,Brooklyn,11213,TRUE,0
385,August 17 2015,1,Chihuahua,8,M,TRUE,Brooklyn,11226,TRUE,0
386,August 21 2015,1,Pit Bull,6,F,TRUE,Brooklyn,11207,TRUE,0
387,August 09 2015,1,Bull dog,3,M,FALSE,Brooklyn,11208,TRUE,0
388,August 21 2015,1,Cane Corso,2,M,FALSE,Brooklyn,11231,TRUE,0
389,August 23 2015,1,Pit Bull,1,F,FALSE,Brooklyn,11224,TRUE,12
390,August 18 2015,1,Pit Bull,,U,FALSE,Brooklyn,11232,TRUE,0
1932,January 01 2018,1,UNKNOWN,,U,FALSE,Brooklyn,11201,TRUE,0
391,August 23 2015,1,Labrador Retriever,,U,FALSE,Brooklyn,11231,TRUE,0
392,August 24 2015,1,Pit Bull,,U,FALSE,Brooklyn,11234,TRUE,0
393,August 11 2015,1,Labrador Retriever,5,M,TRUE,Brooklyn,11249,TRUE,0
394,August 19 2015,1,Miniature Poodle,2,M,FALSE,Brooklyn,11220,TRUE,6
395,August 13 2015,1,Pit Bull,7,F,FALSE,Brooklyn,11236,TRUE,0
396,August 26 2015,1,Mix,1,M,TRUE,Brooklyn,11221,TRUE,0
397,August 26 2015,1,Wire Fox Terrier,,U,FALSE,Brooklyn,11207,TRUE,0
398,August 27 2015,1,Shih Tzu,8,M,FALSE,Brooklyn,11208,TRUE,0
399,August 11 2015,1,Jack Russell,2,M,TRUE,Brooklyn,11204,TRUE,0
400,August 27 2015,1,Mix,3,M,TRUE,Brooklyn,11226,TRUE,0
401,August 10 2015,1,Mix,3,F,TRUE,Brooklyn,11204,TRUE,0
402,August 10 2015,1,Rottweiler,8M,F,FALSE,Brooklyn,11204,TRUE,0
403,August 27 2015,1,Shiba Inu,6,F,TRUE,Brooklyn,11249,TRUE,0
404,August 27 2015,1,Chihuahua,3,M,TRUE,Brooklyn,11223,TRUE,0
405,August 29 2015,1,Brittany Spaniel,3,M,FALSE,Brooklyn,11235,TRUE,0
406,August 30 2015,1,Yorkshire Terrier,7,F,TRUE,Brooklyn,11209,TRUE,0
407,August 28 2015,1,Pit Bull,3,F,TRUE,Brooklyn,11208,TRUE,0
408,August 31 2015,1,American Terrier,,U,FALSE,Brooklyn,11216,TRUE,0
409,September 01 2015,1,Mix,5,F,TRUE,Brooklyn,11201,TRUE,0
410,September 01 2015,1,Labrador Retriever,3,M,TRUE,Brooklyn,11206,TRUE,0
411,August 20 2015,1,Pit Bull,,U,FALSE,Brooklyn,11230,TRUE,0
412,September 01 2015,1,Shiba Inu,3,M,TRUE,Brooklyn,11217,TRUE,0
413,September 04 2015,1,Daschound,,U,FALSE,Brooklyn,11206,TRUE,0
414,September 08 2015,1,Miniature Schnauzer,3,F,FALSE,Brooklyn,11232,TRUE,0
415,September 05 2015,1,Mix,8,F,TRUE,Brooklyn,11236,TRUE,0
416,September 07 2015,1,Pit Bull,,U,FALSE,Brooklyn,11216,TRUE,0
417,September 03 2015,1,Stanard Poodle,,U,FALSE,Brooklyn,11206,TRUE,0
418,September 03 2015,1,Pit Bull,,U,FALSE,Brooklyn,11201,TRUE,0
419,September 08 2015,1,Pit Bull,,U,FALSE,Brooklyn,11216,TRUE,0
420,September 03 2015,1,Shih Tzu,3,M,FALSE,Brooklyn,11235,TRUE,0
421,September 05 2015,1,Beagle,,U,FALSE,Brooklyn,11201,TRUE,0
422,September 06 2015,1,Pit Bull,8,F,TRUE,Brooklyn,11224,TRUE,0
423,September 09 2015,1,Mix,1,M,TRUE,Brooklyn,11228,TRUE,0
424,September 08 2015,1,Chihuahua,,U,FALSE,Brooklyn,11201,TRUE,0
425,September 10 2015,1,Mix,2,M,FALSE,Brooklyn,11249,TRUE,0
426,September 12 2015,1,Dachshund Smooth Coat,,U,FALSE,Brooklyn,11217,TRUE,0
427,September 12 2015,1,Pit Bull,,U,FALSE,Brooklyn,11215,TRUE,0
428,September 12 2015,1,Pit Bull,,U,FALSE,Brooklyn,11201,TRUE,0
429,September 14 2015,1,Pit Bull,14M,M,FALSE,Brooklyn,11215,TRUE,0
430,September 14 2015,1,Pit Bull,4,M,FALSE,Brooklyn,11213,TRUE,0
431,September 13 2015,1,Chihuahua,3,M,TRUE,Brooklyn,11220,TRUE,0
432,September 12 2015,1,Mix,1,M,TRUE,Brooklyn,11206,TRUE,0
433,September 11 2015,1,Pit Bull,2,M,FALSE,Brooklyn,11233,TRUE,0
434,September 15 2015,1,Mix,1,M,TRUE,Brooklyn,11206,TRUE,0
435,September 16 2015,1,Shih Tzu,,U,FALSE,Brooklyn,11201,TRUE,0
436,September 13 2015,1,Mix,3,M,TRUE,Brooklyn,11236,TRUE,0
437,September 16 2015,1,Mix,15,F,TRUE,Brooklyn,11213,TRUE,0
438,August 28 2015,1,Standard Poodle,,U,FALSE,Brooklyn,11219,TRUE,0
439,September 16 2015,1,Labrador Retriever,7,F,FALSE,Brooklyn,11206,TRUE,0
440,September 03 2015,1,Chihuahua,,U,FALSE,Brooklyn,11228,TRUE,0
441,September 20 2015,1,German Shepherd,1,F,FALSE,Brooklyn,11231,TRUE,0
442,September 20 2015,1,English Bull Dog,7,M,TRUE,Brooklyn,11201,TRUE,0
443,September 18 2015,1,Shih Tzu,1,M,TRUE,Brooklyn,11215,TRUE,0
444,September 22 2015,1,Mix,5,M,FALSE,Brooklyn,11237,TRUE,0
445,September 19 2015,1,Standard Poodle,,U,FALSE,Brooklyn,11238,TRUE,0
446,September 19 2015,1,Pit Bull,,U,FALSE,Brooklyn,11218,TRUE,0
447,September 07 2015,1,German Shepherd,,U,FALSE,Brooklyn,11230,TRUE,0
448,September 22 2015,1,German Shepherd,2,M,TRUE,Brooklyn,11236,TRUE,0
449,September 26 2015,1,Mix,1,M,TRUE,Brooklyn,11201,TRUE,0
450,September 26 2015,1,Miniature Poodle,,U,FALSE,Brooklyn,11201,TRUE,0
451,September 24 2015,1,Standard Poodle,,U,FALSE,Brooklyn,11221,TRUE,0
452,September 26 2015,1,Mix,1,M,FALSE,Brooklyn,11226,TRUE,0
453,September 28 2015,1,Mix,6,M,TRUE,Brooklyn,11226,TRUE,0
454,September 23 2015,1,Australian Shepherd,,U,FALSE,Brooklyn,11221,TRUE,0
455,September 20 2015,1,Mix,2,F,FALSE,Brooklyn,11201,TRUE,0
456,September 28 2015,1,Mix,3,F,FALSE,Brooklyn,11231,TRUE,0
457,September 30 2015,1,Pit Bull,,M,FALSE,Brooklyn,11236,TRUE,0
458,September 30 2015,1,Mix,10,F,TRUE,Brooklyn,11208,TRUE,0
459,September 30 2015,1,Mix,7,M,TRUE,Brooklyn,11220,TRUE,0
460,September 22 2015,1,Mix,1,M,FALSE,Brooklyn,11229,TRUE,0
461,October 04 2015,1,Pit Bull,3,F,FALSE,Brooklyn,11231,TRUE,0
462,September 29 2015,1,Pit Bull,,U,FALSE,Brooklyn,11215,TRUE,0
463,October 05 2015,1,Mix,2,M,TRUE,Brooklyn,11223,TRUE,0
464,October 02 2015,1,Mix,1,F,FALSE,Brooklyn,11231,TRUE,0
465,October 05 2015,1,Mix,6M,M,TRUE,Brooklyn,11208,TRUE,0
466,October 05 2015,1,Standard Poodle,,U,FALSE,Brooklyn,11201,TRUE,0
467,October 05 2015,1,Mix,3M,M,TRUE,Brooklyn,11228,TRUE,0
468,September 27 2015,1,Chow Chow,12,F,FALSE,Brooklyn,11215,TRUE,0
469,October 07 2015,1,Pit Bull,,U,FALSE,Brooklyn,11214,TRUE,0
470,October 07 2015,1,Pit Bull,,U,FALSE,Brooklyn,11214,TRUE,0
471,October 07 2015,1,Bull dog,,U,FALSE,Brooklyn,11230,TRUE,0
472,October 08 2015,1,German Shepherd,5,M,FALSE,Brooklyn,11220,TRUE,0
473,October 12 2015,1,Chihuahua,,U,FALSE,Brooklyn,11207,TRUE,0
474,October 11 2015,1,Pit Bull,4,M,FALSE,Brooklyn,11226,TRUE,0
475,October 10 2015,1,Australian Cattle Dog,14,M,TRUE,Brooklyn,11230,TRUE,0
476,October 12 2015,1,English Springer Spaniel,12,M,TRUE,Brooklyn,11201,TRUE,0
477,October 13 2015,1,Mix,1,U,FALSE,Brooklyn,11216,TRUE,0
478,October 10 2015,1,Chihuahua,,U,FALSE,Brooklyn,11201,TRUE,0
479,September 28 2015,1,Maltese,,U,FALSE,Brooklyn,11229,TRUE,0
480,October 13 2015,1,Pit Bull,,U,FALSE,Brooklyn,11221,TRUE,0
481,October 11 2015,1,Australian Cattle Dog,,U,FALSE,Brooklyn,11205,TRUE,0
482,October 15 2015,1,Pit Bull,5,M,FALSE,Brooklyn,11212,TRUE,0
483,October 18 2015,1,Mix,4,M,TRUE,Brooklyn,11215,TRUE,0
484,October 19 2015,1,Pit Bull,,U,FALSE,Brooklyn,11203,TRUE,0
485,October 18 2015,1,American Eskimo,7,M,FALSE,Brooklyn,11205,TRUE,0
486,October 05 2015,1,Pit Bull,1,F,TRUE,Brooklyn,11208,TRUE,0
487,October 05 2015,1,Mix,9,M,FALSE,Brooklyn,11238,TRUE,0
488,October 09 2015,1,Bull dog,2,F,TRUE,Brooklyn,11208,TRUE,0
489,October 09 2015,1,Bull dog,2,F,TRUE,Brooklyn,11208,TRUE,0
490,October 20 2015,1,German Shepherd,8,M,TRUE,Brooklyn,11235,TRUE,0
491,October 19 2015,1,Yorkshire Terrier,4,F,TRUE,Brooklyn,11229,TRUE,0
492,October 21 2015,1,Chihuahua,10,M,FALSE,Brooklyn,11211,TRUE,0
493,October 21 2015,1,Pit Bull,4,F,FALSE,Brooklyn,11234,TRUE,0
494,October 20 2015,1,Mix,,U,FALSE,Brooklyn,11207,TRUE,0
495,October 22 2015,1,Pit Bull,,F,FALSE,Brooklyn,11210,TRUE,0
496,October 22 2015,1,Belgian Sheepdog,2,F,TRUE,Brooklyn,11201,TRUE,0
497,October 24 2015,1,Pit Bull,1,M,FALSE,Brooklyn,11236,TRUE,0
498,October 23 2015,1,Rat Terrier,8,F,FALSE,Brooklyn,11208,TRUE,0
499,October 24 2015,1,Pit Bull,11M,M,TRUE,Brooklyn,11234,TRUE,0
500,October 19 2015,1,German Shepherd,4,M,TRUE,Brooklyn,11234,TRUE,0
501,October 18 2015,1,Yorkshire Terrier,3,M,TRUE,Brooklyn,11230,TRUE,0
502,October 24 2015,1,Pit Bull,3,M,FALSE,Brooklyn,11201,TRUE,0
503,October 27 2015,1,Shitz Tzu,2,M,FALSE,Brooklyn,11216,TRUE,0
504,October 26 2015,1,Pit Bull,,U,FALSE,Brooklyn,11233,TRUE,0
505,October 27 2015,1,Pit Bull,,U,FALSE,Brooklyn,11201,TRUE,0
506,October 26 2015,1,Chihuahua,1,F,TRUE,Brooklyn,11205,TRUE,0
507,October 14 2015,1,Mix,2,M,TRUE,Brooklyn,11206,TRUE,0
508,October 29 2015,1,Pit Bull,,U,FALSE,Brooklyn,11249,TRUE,0
509,November 01 2015,1,Pit Bull,1,M,FALSE,Brooklyn,11208,TRUE,0
510,October 30 2015,1,German Shepherd,,U,FALSE,Brooklyn,11201,TRUE,0
511,November 01 2015,1,Siberian Husky,,U,FALSE,Brooklyn,11220,TRUE,0
512,November 01 2015,1,Pit Bull,,U,FALSE,Brooklyn,11207,TRUE,0
513,October 31 2015,1,Vizsla,2,M,TRUE,Brooklyn,11204,TRUE,0
514,November 04 2015,1,Mix,8,F,TRUE,Brooklyn,11216,TRUE,0
515,November 04 2015,1,Mix,3,F,FALSE,Brooklyn,11236,TRUE,0
516,November 02 2015,1,Pit Bull,,U,FALSE,Brooklyn,11201,TRUE,0
517,November 02 2015,1,Pit Bull,,U,FALSE,Brooklyn,11201,TRUE,0
518,October 31 2015,1,Mix,,U,FALSE,Brooklyn,11215,TRUE,14
519,November 02 2015,1,Rottweiler,,U,FALSE,Brooklyn,11201,TRUE,0
2025,March 31 2015,1,Pit Bull,,U,FALSE,Bronx,10451,TRUE,12
520,October 23 2015,1,American Staffordshire Terrier,1,M,TRUE,Brooklyn,11214,TRUE,0
521,November 05 2015,1,Mix,7,M,TRUE,Brooklyn,11203,TRUE,6
522,November 06 2015,1,Mix,10M,M,FALSE,Brooklyn,11208,TRUE,0
523,November 05 2015,1,Chihuahua,,U,FALSE,Brooklyn,11201,TRUE,0
524,November 02 2015,1,Mix,,F,TRUE,Brooklyn,11218,TRUE,0
525,November 06 2015,1,Mix,1,M,TRUE,Brooklyn,11208,TRUE,0
526,November 06 2015,1,Mix,5,M,TRUE,Brooklyn,11208,TRUE,0
527,November 07 2015,1,Mix,15,M,TRUE,Brooklyn,11234,TRUE,0
528,November 07 2015,1,Bull Mastiff,6,M,TRUE,Brooklyn,11230,TRUE,0
529,November 07 2015,1,Standard Poodle,9,M,TRUE,Brooklyn,11201,TRUE,0
530,November 06 2015,1,Mix,,U,FALSE,Brooklyn,11212,TRUE,0
531,October 30 2015,1,Rottweiler,,U,FALSE,Brooklyn,11232,TRUE,0
532,October 31 2015,1,Jack Russell,,U,FALSE,Brooklyn,11236,TRUE,0
533,November 07 2015,1,Pit Bull,,U,FALSE,Brooklyn,11206,TRUE,0
534,November 11 2015,1,Chihuahua,2,M,FALSE,Brooklyn,11228,TRUE,0
535,November 10 2015,1,Mix,1,M,TRUE,Brooklyn,11201,TRUE,0
536,November 06 2015,1,Standard Poodle,5,M,FALSE,Brooklyn,11203,TRUE,0
537,November 12 2015,1,Pit Bull,,U,FALSE,Brooklyn,11216,TRUE,0
538,November 10 2015,1,Pit Bull,,U,FALSE,Brooklyn,11205,TRUE,0
539,November 12 2015,1,Pit Bull,,U,FALSE,Brooklyn,11205,TRUE,0
540,November 15 2015,1,Bull Terrier,,U,FALSE,Brooklyn,11226,TRUE,0
541,November 13 2015,1,German Shepherd,,U,FALSE,Brooklyn,11204,TRUE,6
542,November 11 2015,1,Mix,3,F,TRUE,Brooklyn,11232,TRUE,0
543,November 13 2015,1,Pit Bull,,U,FALSE,Brooklyn,11215,TRUE,0
544,November 12 2015,1,Mix,3,M,TRUE,Brooklyn,11206,TRUE,0
545,November 16 2015,1,Mix,1,M,TRUE,Brooklyn,11208,TRUE,0
546,November 18 2015,1,Pit Bull,7,F,TRUE,Brooklyn,11237,TRUE,0
547,November 18 2015,1,Pit Bull,1,M,TRUE,Brooklyn,11212,TRUE,0
548,November 12 2015,1,Pit Bull,3,F,FALSE,Brooklyn,11236,TRUE,0
549,November 18 2015,1,Mix,1,F,TRUE,Brooklyn,11211,TRUE,0
550,October 26 2015,1,Shih Tzu,,U,FALSE,Brooklyn,11220,TRUE,0
551,November 20 2015,1,Yorkshire Terrier,,U,FALSE,Brooklyn,11203,TRUE,0
552,November 18 2015,1,Mix,10,F,FALSE,Brooklyn,11230,TRUE,0
553,November 22 2015,1,Pit Bull,1,M,FALSE,Brooklyn,11208,TRUE,0
554,November 21 2015,1,Pit Bull,2,M,TRUE,Brooklyn,11214,TRUE,0
555,November 23 2015,1,Mix,1,M,FALSE,Brooklyn,11208,TRUE,0
556,November 21 2015,1,Bull dog,,U,FALSE,Brooklyn,11222,TRUE,0
557,November 21 2015,1,Mix,1,F,TRUE,Brooklyn,11222,TRUE,0
558,November 20 2015,1,Pit Bull,6,M,FALSE,Brooklyn,11206,TRUE,0
559,November 23 2015,1,Shih Tzu,2,M,TRUE,Brooklyn,11220,TRUE,0
560,November 20 2015,1,Mix,1,F,FALSE,Brooklyn,11213,TRUE,0
561,November 25 2015,1,Pit Bull,4,M,FALSE,Brooklyn,11206,TRUE,0
562,November 26 2015,1,Chihuahua,4M,M,TRUE,Brooklyn,11239,TRUE,0
563,November 26 2015,1,American Staffordshire Terrier,10M,M,FALSE,Brooklyn,11221,TRUE,0
564,November 27 2015,1,Chihuahua Crossbreed,8,M,TRUE,Brooklyn,11207,TRUE,0
565,November 27 2015,1,Chihuahua,,U,FALSE,Brooklyn,11206,TRUE,0
566,November 25 2015,1,Pit Bull,,U,FALSE,Brooklyn,11216,TRUE,0
567,November 28 2015,1,Shih Tzu,2,M,TRUE,Brooklyn,11237,TRUE,0
568,November 24 2015,1,Pit Bull,,U,FALSE,Brooklyn,11212,TRUE,0
569,November 29 2015,1,Yorkshire Terrier,4,M,TRUE,Brooklyn,11236,TRUE,0
570,November 23 2015,1,Pit Bull,,U,FALSE,Brooklyn,11201,TRUE,0
571,November 27 2015,1,Shih Tzu,1,M,FALSE,Brooklyn,11219,TRUE,0
572,November 30 2015,1,MIXED,3,M,TRUE,Brooklyn,11210,TRUE,0
573,November 28 2015,1,Pit Bull,1,F,FALSE,Brooklyn,11226,TRUE,0
574,December 01 2015,1,Bernese Mountain,,U,FALSE,Brooklyn,11217,TRUE,0
575,December 01 2015,1,Beagle Crossbreed,2,M,TRUE,Brooklyn,11231,TRUE,0
576,December 03 2015,1,"Bull Dog, French",3,M,TRUE,Brooklyn,11235,TRUE,0
577,December 04 2015,1,BLACK RUSSIAN TERRIER,,U,FALSE,Brooklyn,11204,TRUE,0
578,November 25 2015,1,Jack Russ,,M,TRUE,Brooklyn,11208,TRUE,0
579,December 06 2015,1,Pit Bull,4,M,TRUE,Brooklyn,11212,TRUE,0
580,December 07 2015,1,BEAGLE/JACK RUSSELL X,4,M,TRUE,Brooklyn,11224,TRUE,0
581,December 06 2015,1,Chow Chow,8,M,FALSE,Brooklyn,11221,TRUE,0
582,December 03 2015,1,TERRIER,1,M,TRUE,Brooklyn,11229,TRUE,0
583,December 06 2015,1,Bichon Frise,12,M,TRUE,Brooklyn,11234,TRUE,0
584,December 05 2015,1,SUDANESE HOUND X,1,M,TRUE,Brooklyn,11231,TRUE,0
585,December 04 2015,1,TERRIER X,6,M,TRUE,Brooklyn,11234,TRUE,0
586,November 29 2015,1,Maltese,2,F,TRUE,Brooklyn,11214,TRUE,0
587,December 09 2015,1,Yorkshire Terrier Crossbreed,3,M,FALSE,Brooklyn,11208,TRUE,0
588,December 09 2015,1,TERRIER X,11,M,TRUE,Brooklyn,11231,TRUE,0
589,December 12 2015,1,Chihuahua,,U,FALSE,Brooklyn,11212,TRUE,0
590,December 01 2015,1,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Brooklyn,11208,TRUE,0
591,December 14 2015,1,Yorkshire Terrier,5,M,TRUE,Brooklyn,11237,TRUE,0
592,December 08 2015,1,Shih Tzu,2,M,FALSE,Brooklyn,11221,TRUE,0
593,December 11 2015,1,Shih Tzu,2,F,FALSE,Brooklyn,11235,TRUE,0
594,December 12 2015,1,Pit Bull,2,F,TRUE,Brooklyn,11237,TRUE,0
595,December 12 2015,1,Pit Bull,1,M,TRUE,Brooklyn,11237,TRUE,0
596,December 15 2015,1,Pit Bull,,U,FALSE,Brooklyn,11203,TRUE,0
597,December 16 2015,1,Siberian Husky,,U,FALSE,Brooklyn,11222,TRUE,0
598,December 14 2015,1,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn,11217,TRUE,0
599,December 17 2015,1,American Pit Bull Mix / Pit Bull Mix,,M,FALSE,Brooklyn,11208,TRUE,0
600,December 18 2015,1,"Bull Dog, French",,U,FALSE,Brooklyn,11229,TRUE,0
601,December 19 2015,1,American Pit Bull Mix / Pit Bull Mix,4,M,TRUE,Brooklyn,11238,TRUE,0
602,December 19 2015,1,American Pit Bull Mix / Pit Bull Mix,6,F,TRUE,Brooklyn,11201,TRUE,0
603,December 21 2015,1,American Pit Bull Terrier/Pit Bull,2,F,TRUE,Brooklyn,11220,TRUE,0
604,December 20 2015,1,MIXED,,U,FALSE,Brooklyn,11212,TRUE,0
605,October 21 2015,1,American Pit Bull Terrier/Pit Bull,,U,FALSE,Brooklyn,11236,TRUE,0
606,December 20 2015,1,Beagle,14,F,FALSE,Brooklyn,11229,TRUE,0
607,December 13 2015,1,"Poodle, Toy",2,M,FALSE,Brooklyn,11232,TRUE,0
608,December 24 2015,1,Cane Corso,,U,FALSE,Brooklyn,11234,TRUE,0
609,December 24 2015,1,Miniature Pinscher,11,M,FALSE,Brooklyn,11228,TRUE,0
610,December 26 2015,1,Chihuahua,2,M,FALSE,Brooklyn,11220,TRUE,0
